;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
16520;Casa de villa;Santa Anita;3;1;1;92;1500.0;80.0;13.0
16521;Casa;Lince;3;2;1;243;3900.0;100.0;
16522;Local comercial;Pachacámac;0;0;0;85;1000.0;3596.0;272.0
16523;Local comercial;Ate;0;0;0;25;750.0;700.0;2500.0
16524;Departamento;Chorrillos;2;0;0;44;2000.0;386.0;25.0
16525;Departamento;San Bartolo;3;0;1;180;6000.0;1500.0;500.0
16526;Departamento;La Punta;2;1;0;57;1300.0;402.0;49.0
16527;Departamento;Lurigancho;4;3;3;340;15000.0;2990.0;1416.0
16528;Departamento;Ate;4;4;4;225;13000.0;4000.0;13000.0
16529;Departamento;Chaclacayo;3;1;1;115;2300.0;650.0;
16530;Departamento;Comas;4;2;3;283;13000.0;5000.0;1000.0
16531;Departamento;Pueblo Libre;2;0;1;95;3500.0;600.0;280.0
16532;Departamento;San Borja;4;2;4;410;25000.0;2200.0;1350.0
16533;Tienda/Salón;Pachacámac;0;0;0;187;3000.0;;693.0
16534;Departamento;La Punta;3;1;1;74;1900.0;450.0;
16535;Departamento;Ate;2;1;0;71;1700.0;1444.0;
16536;Habitación;Carabayllo;1;1;0;30;480.0;;
16537;Flat;Comas;2;2;2;80;12000.0;3600.0;599.0
16538;Departamento;San Borja;3;1;0;82;4500.0;893.0;111.0
16539;Departamento;Rímac;3;2;1;160;9000.0;2800.0;
16540;Casa;San Miguel;7;2;0;340;10000.0;;1944.0
16541;Departamento;Jesús María;3;2;1;110;2200.0;900.0;220.0
16542;Departamento;San Borja;4;1;0;160;3300.0;1600.0;190.0
16543;Local comercial;Pachacámac;0;1;0;0;1600.0;;
16544;Departamento;Ventanilla;3;0;0;82;1500.0;410.0;83.0
16545;Local comercial;Ate;0;1;0;20;1500.0;580.0;1100.0
16546;Habitación;Chorrillos;0;0;0;23;900.0;390.0;30.0
16547;Almacén;Chorrillos;0;0;0;320;15500.0;;840.0
16548;Departamento;San Miguel;4;2;1;145;3750.0;1640.0;256.0
16549;Almacén;San Martín de Porres;0;0;0;10000;50000.0;;8300.0
16550;Almacén;Lince;0;0;0;360;9000.0;;
16551;Departamento;San Borja;3;0;1;150;3700.0;1500.0;258.0
16552;Local comercial;Pachacámac;0;0;0;110;5500.0;1435.0;4958.0
16553;Tienda/Salón;Ate;0;2;0;161;4000.0;3000.0;
16554;Departamento;San Borja;1;0;0;30;1200.0;350.0;
16555;Departamento;Comas;3;1;0;118;4600.0;1354.0;278.0
16556;Departamento;Jesús María;3;2;1;159;2500.0;1338.0;3166.0
16557;Departamento;Punta Hermosa;4;2;1;327;15000.0;1966.0;727.0
16558;Tienda/Salón;Comas;0;4;0;165;28991.0;7705.0;20000.0
16559;Local comercial;Jesús María;0;1;0;25;1000.0;400.0;
16560;Departamento;San Borja;1;0;0;42;1500.0;390.0;24.0
16561;Departamento;San Borja;2;0;1;100;5000.0;965.0;86.0
16562;Almacén;Lima;0;0;0;1950;18000.0;;3000.0
16563;Departamento;Villa El Salvador;1;1;1;76;3200.0;662.0;198.0
16564;Departamento;San Luis;2;1;0;52;1200.0;;
16565;Departamento;Ate;4;2;1;125;3900.0;;350.0
16566;Departamento;Jesús María;2;0;0;55;950.0;490.0;28.0
16567;Local comercial;Villa El Salvador;0;3;0;309;27810.0;6180.0;
16568;Departamento;San Borja;2;1;1;75;2699.0;1620.0;110.0
16569;Casa;Lince;1;0;0;55;500.0;;
16570;Departamento;Ate;2;1;1;90;3500.0;521.0;
16571;Local comercial;Ate;0;10;0;324;10800.0;3525.0;
16572;Local comercial;Pachacámac;0;0;0;55;700.0;1243.0;185.0
16573;Local comercial;Ate;0;1;0;25;1100.0;880.0;
16574;Departamento;Punta Hermosa;3;2;1;130;4500.0;2100.0;425.0
16575;Local comercial;Ate;0;1;0;110;5400.0;1500.0;1119.0
16576;Habitación;San Borja;0;0;0;25;1100.0;384.0;
16577;Departamento;Rímac;1;1;1;55;3000.0;1053.0;160.0
16578;Tienda/Salón;Ventanilla;0;0;0;60;8000.0;;83.0
16579;Departamento;La Punta;2;1;0;70;1100.0;500.0;
16580;Departamento;San Miguel;2;1;1;80;2100.0;750.0;120.0
16581;Departamento;Ate;3;2;1;120;5500.0;2600.0;740.0
16582;Departamento;Ventanilla;2;1;0;80;1600.0;454.0;113.0
16583;Local comercial;Pachacámac;0;1;0;160;5000.0;1300.0;480.0
16584;Departamento;Comas;4;2;1;300;22000.0;4000.0;3700.0
16585;Departamento;San Juan de Lurigancho;2;1;0;87;3000.0;792.0;
16586;Departamento;San Miguel;3;1;0;80;1500.0;450.0;
16587;Tienda/Salón;Punta Negra;0;8;0;500;15000.0;;
16588;Departamento;San Borja;1;0;0;37;1800.0;402.0;73.0
16589;Departamento;San Borja;2;0;1;60;2950.0;700.0;140.0
16590;Departamento;Lince;1;1;0;41;600.0;195.0;
16591;Departamento;San Miguel;2;0;1;84;2100.0;1150.0;408.0
16592;Departamento;San Borja;2;0;0;82;3650.0;690.0;
16593;Departamento;Villa El Salvador;3;1;0;165;5500.0;1550.0;35.0
16594;Departamento;Callao;2;1;0;48;1200.0;492.0;15.0
16595;Departamento;Carmen de La Legua;3;1;1;74;1800.0;505.0;64.0
16596;Departamento;Villa El Salvador;1;0;0;37;2300.0;485.0;56.0
16597;Flat;San Borja;1;1;1;60;3300.0;1369.0;160.0
16598;Departamento;Rímac;3;1;0;100;4990.0;950.0;334.0
16599;Departamento;Jesús María;2;1;0;60;950.0;522.0;80.0
16600;Departamento;Ate;3;2;2;112;5500.0;1200.0;682.0
16601;Departamento;Lurín;3;0;0;70;2700.0;600.0;72.0
16602;Departamento;Ate;3;2;1;74;2800.0;622.0;64.0
16603;Local comercial;Pachacámac;0;0;0;35;1000.0;1700.0;177.0
16604;Departamento;El Agustino;2;0;0;60;1300.0;;
16605;Departamento;Comas;3;1;1;145;8000.0;1700.0;
16606;Local comercial;Jesús María;0;0;0;35;1500.0;650.0;
16607;Edificio completo;Chorrillos;0;3;0;1200;80000.0;;2600.0
16608;Departamento;Jesús María;2;1;1;70;2000.0;750.0;150.0
16609;Casa en condominio;Jesús María;5;3;4;492;5800.0;1000.0;850.0
16610;Departamento;Lince;2;1;0;46;900.0;280.0;
16611;Casa;Lince;2;1;0;75;800.0;;25.0
16612;Departamento;Chaclacayo;1;0;0;36;1100.0;350.0;130.0
16613;Local comercial;Pachacámac;0;0;0;30;400.0;273.0;
16614;Departamento;Ate;4;5;4;603;12000.0;6721.0;
16615;Tienda/Salón;Lurigancho;0;0;0;45;9200.0;162.0;246.0
16616;Departamento;Ate;4;3;4;234;10500.0;3430.0;460.0
16617;Local comercial;Ate;0;19;0;450;60000.0;14515.0;25346.0
16618;Departamento;Rímac;3;2;2;220;7000.0;4974.0;980.0
16619;Departamento;Ate;2;1;1;72;2400.0;1200.0;222.0
16620;Departamento;Chorrillos;2;2;1;105;3600.0;1247.0;254.0
16621;Local comercial;Ate;0;1;0;27;1100.0;678.0;95.0
16622;Local comercial;Pachacámac;0;0;0;37;720.0;537.0;134.0
16623;Departamento;Comas;3;2;1;140;10000.0;3050.0;690.0
16624;Departamento;San Borja;4;2;2;360;6000.0;3500.0;380.0
16625;Departamento;Rímac;2;1;1;70;4900.0;1200.0;2703.0
16626;Almacén;Punta Negra;0;0;0;2700;35000.0;;
16627;Casa;San Juan de Lurigancho;4;4;1;800;15000.0;1300.0;1100.0
16628;Local comercial;Santa Anita;0;0;0;63;1030.0;668.0;113.0
16629;Departamento;Comas;4;2;1;250;6500.0;2800.0;674.0
16630;Local comercial;Pachacámac;0;4;0;330;29682.0;7836.0;1395.0
16631;Casa;La Perla;4;3;3;560;18000.0;1300.0;
16632;Departamento;San Luis;2;1;0;50;900.0;450.0;14.0
16633;Departamento;Jesús María;3;1;1;92;2700.0;870.0;188.0
16634;Departamento;Punta Hermosa;4;2;1;220;7000.0;3900.0;1000.0
16635;Departamento;Jesús María;3;2;1;122;2500.0;462.0;
16636;Local comercial;Pachacámac;0;0;0;30;400.0;500.0;
16637;Departamento;Villa El Salvador;4;2;2;150;7000.0;1965.0;
16638;Departamento;Ate;2;1;2;70;4000.0;1600.0;300.0
16639;Tienda/Salón;Ate;0;3;0;170;14000.0;9100.0;
16640;Departamento;San Bartolo;3;1;1;120;4200.0;900.0;
16641;Departamento;San Luis;2;1;1;130;2100.0;520.0;500.0
16642;Departamento;San Miguel;3;1;0;92;1900.0;655.0;
16643;Local comercial;Santa Anita;0;0;0;34;900.0;607.0;
16644;Departamento;San Miguel;3;1;1;95;2300.0;1400.0;118.0
16645;Departamento;Rímac;1;0;1;58;6000.0;950.0;150.0
16646;Departamento;Chorrillos;3;1;1;101;5100.0;1340.0;342.0
16647;Departamento;Punta Hermosa;4;3;1;216;7000.0;2700.0;5000.0
16648;Tienda/Salón;Ate;0;1;0;54;2000.0;1189.0;4000.0
16649;Departamento;Carmen de La Legua;2;1;0;50;1700.0;470.0;
16650;Local comercial;Jesús María;0;1;0;48;800.0;600.0;
16651;Departamento;San Bartolo;3;1;2;200;22000.0;;
16652;Local comercial;Pachacámac;0;54;0;2838;346253.0;73592.0;6385.0
16653;Casa en condominio;Jesús María;5;4;5;800;15000.0;1700.0;1300.0
16654;Tienda/Salón;Comas;0;0;0;33;4500.0;1400.0;420.0
16655;Departamento;Comas;2;0;0;65;3500.0;902.0;184.0
16656;Departamento;San Luis;2;0;0;41;900.0;230.0;
16657;Local comercial;Pachacámac;0;3;0;699;91000.0;14689.0;4900.0
16658;Departamento;San Borja;3;1;0;100;3100.0;700.0;
16659;Local comercial;Pachacámac;0;0;0;1367;171013.0;;
16660;Departamento;Pueblo Libre;4;4;3;392;10500.0;2890.0;2200.0
16661;Departamento;Comas;3;1;1;170;8500.0;1650.0;440.0
16662;Tienda/Salón;Ventanilla;0;0;0;116;3000.0;;
16663;Departamento;La Victoria;1;1;0;58;1100.0;565.0;500.0
16664;Casa;Barranco;2;0;1;100;1100.0;;
16665;Local comercial;Jesús María;0;0;0;27;900.0;702.0;71.0
16666;Departamento;San Borja;3;1;1;300;5000.0;1400.0;400.0
16667;Casa en condominio;Ate;4;6;3;370;10500.0;950.0;
16668;Local comercial;Pachacámac;0;0;0;200;6000.0;3800.0;970.0
16669;Local comercial;Chorrillos;0;6;0;302;26000.0;11829.0;
16670;Casa en condominio;Callao;2;1;2;60;1100.0;450.0;
16671;Flat;Comas;2;1;1;85;8000.0;3300.0;570.0
16672;Departamento;Jesús María;2;1;1;65;1600.0;550.0;
16673;Departamento;San Bartolo;3;1;1;180;7500.0;1900.0;5000.0
16674;Departamento;Ventanilla;2;0;0;50;1300.0;300.0;24.0
16675;Departamento;Chorrillos;3;2;3;186;22000.0;3500.0;1060.0
16676;Departamento;Ate;3;1;1;107;2100.0;1258.0;144.0
16677;Departamento;San Borja;1;0;0;25;1200.0;420.0;25.0
16678;Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
16679;Local comercial;Jesús María;0;0;0;25;800.0;400.0;104.0
16680;Habitación;Pachacámac;1;0;0;30;700.0;480.0;80.0
16681;Departamento;Pachacámac;2;0;0;65;2690.0;530.0;21.0
16682;Departamento;Ate;2;1;1;70;1750.0;750.0;78.0
16683;Departamento;San Juan de Lurigancho;3;1;1;130;2600.0;1034.0;240.0
16684;Casa de villa;El Agustino;1;1;0;47;1000.0;;
16685;Local comercial;Pachacámac;0;0;0;36;500.0;850.0;83.0
16686;Departamento;San Luis;2;0;0;50;900.0;451.0;
16687;Departamento;San Miguel;1;0;0;25;1400.0;310.0;
16688;Departamento;Chorrillos;3;2;1;102;3800.0;891.0;
16689;Departamento;San Martín de Porres;2;1;0;100;890.0;340.0;
16690;Departamento;Punta Hermosa;2;1;1;68;3300.0;1580.0;180.0
16691;Local comercial;San Luis;0;1;0;28;600.0;381.0;
16692;Casa comercial;Chorrillos;0;2;0;271;10000.0;;1813.0
16693;Local comercial;Pachacámac;0;0;0;30;700.0;318.0;
16694;Departamento;Ate;4;3;2;270;12000.0;3550.0;
16695;Departamento;Comas;4;3;4;320;28000.0;5700.0;1500.0
16696;Departamento;San Borja;4;1;1;172;11000.0;2000.0;475.0
16697;Habitación;Villa El Salvador;1;0;0;22;1000.0;370.0;25.0
16698;Departamento;San Miguel;2;1;0;60;1550.0;550.0;51.0
16699;Departamento;Comas;3;1;1;150;7400.0;1890.0;700.0
16700;Local comercial;Ate;0;1;0;28;1500.0;915.0;197.0
16701;Departamento;San Borja;2;0;0;78;2700.0;740.0;30.0
16702;Casa en condominio;Ate;6;5;6;370;9000.0;580.0;680.0
16703;Casa comercial;Pueblo Libre;0;2;0;300;25000.0;;
16704;Departamento;San Bartolo;1;0;0;35;2000.0;450.0;50.0
16705;Tienda/Salón;Ate;0;0;0;335;8000.0;4879.0;
16706;Departamento;Mi Perú;2;0;0;90;1500.0;500.0;90.0
16707;Departamento;Chorrillos;3;1;0;118;4500.0;1488.0;194.0
16708;Local comercial;Pachacámac;0;0;0;90;1500.0;1000.0;166.0
16709;Departamento;Rímac;3;0;1;120;9500.0;2180.0;435.0
16710;Local comercial;Chorrillos;0;3;0;241;15000.0;9383.0;
16711;Departamento;Comas;3;1;1;170;13000.0;1776.0;509.0
16712;Flat;Breña;1;1;0;50;2000.0;1233.0;142.0
16713;Tienda/Salón;Chorrillos;0;0;0;357;35000.0;;
16714;Almacén;Chaclacayo;0;0;0;572;5900.0;;296.0
16715;Departamento;Ate;2;2;1;105;4499.0;1780.0;
16716;Habitación;Lima;1;0;0;21;500.0;9.0;
16717;Local comercial;Pachacámac;0;0;0;110;3500.0;1937.0;576.0
16718;Departamento;Santa Anita;3;1;1;120;2000.0;796.0;172.0
16719;Departamento;Magdalena del Mar;3;3;1;140;2300.0;800.0;
16720;Departamento;Pueblo Libre;4;2;1;200;8000.0;2090.0;702.0
16721;Departamento;Ate;4;3;4;340;5500.0;1798.0;623.0
16722;Departamento;Villa El Salvador;4;2;1;330;10000.0;2368.0;1045.0
16723;Habitación;Villa El Salvador;1;0;0;23;1500.0;340.0;
16724;Local comercial;Puente Piedra;0;20;0;2160;129600.0;62100.0;
16725;Departamento;Pachacámac;2;0;0;65;1600.0;400.0;
16726;Departamento;Comas;3;1;0;60;1400.0;660.0;37.0
16727;Departamento;Comas;4;2;1;200;9500.0;3700.0;1500.0
16728;Tienda/Salón;Comas;0;0;0;35;3500.0;1755.0;507.0
16729;Departamento;San Miguel;1;0;0;33;1350.0;260.0;24.0
16730;Local comercial;Pachacámac;0;0;0;367;22035.0;11384.0;2525.0
16731;Casa en condominio;Villa María del Triunfo;2;2;1;100;2100.0;365.0;70.0
16732;Local comercial;San Borja;0;0;0;28;1290.0;561.0;
16733;Tienda/Salón;Comas;0;0;0;69;15000.0;1253.0;1215.0
16734;Local comercial;Ate;0;4;0;126;5000.0;2650.0;8850.0
16735;Casa en condominio;La Punta;3;2;0;136;2200.0;532.0;
16736;Departamento;Villa El Salvador;4;3;3;460;20000.0;3300.0;990.0
16737;Departamento;Comas;1;0;0;32;2300.0;279.0;23.0
16738;Departamento;Lince;2;1;0;50;1800.0;520.0;18.0
16739;Departamento;Ate;2;1;1;80;2500.0;1319.0;150.0
16740;Departamento;Rímac;4;2;1;560;25000.0;2300.0;6000.0
16741;Departamento;Villa El Salvador;3;1;2;365;15000.0;2300.0;950.0
16742;Local comercial;San Martín de Porres;0;1;0;35;650.0;900.0;88.0
16743;Local comercial;Ate;0;3;0;81;3300.0;2230.0;3153.0
16744;Departamento;Chorrillos;3;3;1;96;6500.0;488.0;
16745;Departamento;Pueblo Libre;4;3;2;270;10900.0;1628.0;
16746;Local comercial;Pachacámac;0;0;0;30;800.0;950.0;80.0
16747;Departamento;Ate;4;3;3;338;12000.0;4100.0;825.0
16748;Departamento;Jesús María;2;1;1;90;1800.0;850.0;180.0
16749;Departamento;Comas;1;0;0;36;600.0;407.0;
16750;Departamento;Ate;2;0;0;73;990.0;255.0;
16751;Departamento;San Borja;4;2;1;200;6300.0;1650.0;
16752;Departamento;Rímac;3;2;3;140;14000.0;2500.0;650.0
16753;Departamento;Ate;1;1;0;48;3200.0;1670.0;
16754;Departamento;Punta Hermosa;2;1;1;71;2700.0;915.0;131.0
16755;Tienda/Salón;Ate;0;1;0;100;4500.0;2100.0;520.0
16756;Departamento;Ate;4;1;1;133;3500.0;1200.0;423.0
16757;Local comercial;Callao;0;1;0;20;390.0;495.0;56.0
16758;Departamento;San Borja;2;0;0;95;6000.0;;
16759;Departamento;Ate;2;1;0;60;2350.0;960.0;183.0
16760;Local comercial;Ate;0;0;0;6;1000.0;;
16761;Departamento;Pucusana;1;0;1;45;2150.0;700.0;100.0
16762;Departamento;Ate;3;2;1;105;3200.0;1800.0;244.0
16763;Departamento;Pucusana;2;0;0;45;1700.0;445.0;
16764;Local comercial;Pachacámac;0;0;0;289;6000.0;5500.0;1635.0
16765;Almacén;Lince;0;20;0;2000;35000.0;;
16766;Local comercial;Ate;0;0;0;5;299.0;;
16767;Departamento;Comas;4;2;1;200;9500.0;3700.0;923.0
16768;Departamento;San Borja;4;1;0;180;2000.0;1924.0;423.0
16769;Departamento;San Borja;2;1;1;100;6000.0;1200.0;300.0
16770;Departamento;Ventanilla;2;2;2;81;6500.0;;
16771;Departamento;Santa Anita;2;0;0;67;1100.0;538.0;13.0
16772;Departamento;Ate;3;2;2;110;5000.0;1970.0;235.0
16773;Departamento;Ate;2;1;1;77;2100.0;1000.0;100.0
16774;Flat;Comas;1;1;0;56;4400.0;1500.0;180.0
16775;Departamento;Ate;2;1;1;85;2200.0;1300.0;330.0
16776;Flat;Ate;1;1;1;62;2133.0;970.0;140.0
16777;Local comercial;Pachacámac;0;0;0;39;1000.0;890.0;86.0
16778;Local comercial;Punta Hermosa;0;0;0;63;1600.0;1015.0;169.0
16779;Tienda/Salón;Ate;0;0;0;80;5500.0;1488.0;719.0
16780;Flat;Ate;1;0;0;60;2000.0;1550.0;
16781;Casa;Lince;5;1;1;540;4500.0;;
16782;Departamento;Pueblo Libre;2;1;2;167;7000.0;1480.0;510.0
16783;Local comercial;Ate;0;1;0;30;1000.0;729.0;
16784;Departamento;San Miguel;3;1;1;90;2500.0;1350.0;
16785;Flat;Comas;2;1;0;70;2500.0;1600.0;240.0
16786;Departamento;Jesús María;3;1;1;106;1700.0;650.0;2057.0
16787;Local comercial;Pachacámac;0;0;0;1237;173223.0;24746.0;6186.0
16788;Departamento;Independencia;2;0;0;60;550.0;247.0;
16789;Local comercial;San Miguel;0;1;0;30;950.0;1200.0;
16790;Departamento;Pueblo Libre;3;3;3;400;30000.0;5900.0;2900.0
16791;Local comercial;Ate;0;1;0;31;600.0;780.0;56.0
16792;Departamento;Ate;2;1;1;68;1900.0;960.0;107.0
16793;Tienda/Salón;Lurigancho;0;1;0;190;14000.0;;17100.0
16794;Habitación;San Borja;1;0;0;35;1500.0;790.0;
16795;Departamento;Jesús María;3;2;1;140;3000.0;1300.0;300.0
16796;Departamento;Comas;2;1;2;200;13000.0;1500.0;
16797;Departamento;Ate;2;1;1;80;3000.0;2000.0;220.0
16798;Departamento;Chorrillos;3;2;1;160;3900.0;2219.0;428.0
16799;Departamento;Jesús María;2;1;1;76;2000.0;817.0;150.0
16800;Departamento;San Miguel;1;0;0;50;1400.0;511.0;
16801;Departamento;Ate;3;2;1;106;3500.0;1765.0;690.0
16802;Departamento;San Miguel;3;1;1;100;2300.0;690.0;
16803;Departamento;Ate;2;1;0;50;1000.0;150.0;
16804;Departamento;Ate;1;1;0;76;1600.0;1007.0;181.0
16805;Tienda/Salón;San Borja;0;0;0;50;3000.0;350.0;3862.0
16806;Local comercial;Callao;0;0;0;30;900.0;435.0;99.0
16807;Departamento;San Miguel;3;1;0;90;2500.0;790.0;96.0
16808;Departamento;San Borja;1;1;1;45;2250.0;1200.0;270.0
16809;Almacén;El Agustino;0;10;0;1092;18000.0;;1885.0
16810;Departamento;Ate;2;1;1;70;2300.0;950.0;70.0
16811;Local comercial;Ate;0;4;0;190;7500.0;4511.0;9308.0
16812;Departamento;Ate;2;1;1;70;2300.0;900.0;
16813;Departamento;Chorrillos;2;1;1;92;3300.0;833.0;236.0
16814;Departamento;Chorrillos;3;2;1;437;18000.0;4400.0;
16815;Local comercial;Pachacámac;0;0;0;32;600.0;461.0;72.0
16816;Local comercial;Ate;0;1;0;49;1800.0;1045.0;450.0
16817;Departamento;San Borja;2;2;1;78;3580.0;861.0;
16818;Edificio completo;Los Olivos;0;13;0;1478;65000.0;;
16819;Casa en condominio;Villa El Salvador;2;0;0;70;1500.0;;
16820;Departamento;Ate;2;1;1;80;2250.0;1150.0;138.0
16821;Casa;Ate;3;1;0;100;1500.0;;
16822;Departamento;Rímac;2;0;0;68;2700.0;1050.0;187.0
16823;Departamento;Santa Anita;2;0;0;55;1400.0;225.0;71.0
16824;Departamento;Ate;2;1;1;104;3800.0;2570.0;655.0
16825;Departamento;Rímac;3;2;1;260;8000.0;4300.0;1185.0
16826;Departamento;La Perla;4;3;4;571;7500.0;5000.0;1639.0
16827;Departamento;San Borja;1;0;0;50;2000.0;660.0;25.0
16828;Local comercial;Pachacámac;0;0;0;460;9000.0;4705.0;1891.0
16829;Departamento;Ate;4;4;3;220;8440.0;960.0;600.0
16830;Departamento;Rímac;1;0;0;35;4000.0;;
16831;Departamento;Punta Hermosa;2;0;0;65;2100.0;817.0;28.0
16832;Departamento;La Punta;1;0;0;50;1400.0;480.0;20.0
16833;Local comercial;San Borja;0;1;0;300;9700.0;3000.0;1300.0
16834;Casa;Lince;2;3;0;120;1200.0;;30.0
16835;Departamento;Breña;2;1;1;85;2800.0;900.0;194.0
16836;Departamento;Ate;3;1;1;70;2259.0;600.0;740.0
16837;Almacén;Miraflores;0;0;0;5000;50000.0;;3973.0
16838;Departamento;San Bartolo;1;0;1;27;1400.0;385.0;
16839;Departamento;Lince;2;1;1;65;700.0;450.0;
16840;Departamento;Rímac;1;0;1;75;3200.0;900.0;130.0
16841;Departamento;Santa Anita;1;0;0;42;1200.0;380.0;15.0
16842;Local comercial;Ate;0;0;0;32;1500.0;1185.0;217.0
16843;Casa;Lurigancho;6;2;1;385;15000.0;1000.0;990.0
16844;Departamento;Jesús María;3;3;1;193;4500.0;840.0;502.0
16845;Departamento;Chorrillos;2;1;0;90;5600.0;1200.0;
16846;Departamento;San Borja;3;1;0;212;5000.0;2281.0;777.0
16847;Departamento;Ate;4;3;2;260;20009.0;4200.0;
16848;Local comercial;Pachacámac;0;0;0;15;680.0;300.0;86.0
16849;Edificio completo;Jesús María;0;0;0;701;40000.0;;1750.0
16850;Flat;Ate;1;1;1;52;5500.0;2264.0;554.0
16851;Departamento;Jesús María;3;2;2;88;1800.0;900.0;195.0
16852;Departamento;San Luis;2;0;0;91;1400.0;350.0;12.0
16853;Departamento;Villa El Salvador;2;0;0;72;2300.0;580.0;1200.0
16854;Departamento;Jesús María;3;1;1;70;1800.0;602.0;196.0
16855;Casa;El Agustino;2;0;0;48;800.0;;
16856;Local comercial;Puente Piedra;0;0;0;30;800.0;470.0;65.0
16857;Departamento;Jesús María;2;1;1;72;1700.0;931.0;
16858;Departamento;San Borja;3;0;0;147;4200.0;1200.0;190.0
16859;Departamento;San Borja;1;0;0;38;1300.0;520.0;74.0
16860;Departamento;San Borja;3;0;0;125;3500.0;1700.0;
16861;Departamento;Lurín;3;1;1;90;3500.0;1200.0;200.0
16862;Departamento;Chorrillos;1;1;0;61;2650.0;569.0;138.0
16863;Departamento;Pucusana;3;0;0;110;1800.0;886.0;70.0
16864;Local comercial;Ate;0;9;0;330;14000.0;5700.0;1300.0
16865;Local comercial;Ate;0;1;0;22;2500.0;700.0;
16866;Local comercial;Ate;0;0;0;35;900.0;1242.0;244.0
16867;Departamento;San Miguel;2;1;1;100;1800.0;727.0;102.0
16868;Departamento;Jesús María;2;1;1;69;2400.0;950.0;118.0
16869;Local comercial;Ate;0;2;0;70;3000.0;1370.0;649.0
16870;Departamento;Chorrillos;2;1;1;80;2500.0;920.0;150.0
16871;Departamento;Jesús María;3;2;1;110;2400.0;810.0;221.0
16872;Departamento;Jesús María;2;1;2;85;1700.0;588.0;
16873;Local comercial;Pachacámac;0;0;0;73;1200.0;1226.0;
16874;Departamento;San Miguel;3;0;0;122;1500.0;695.0;172.0
16875;Almacén;Breña;0;0;0;500;7000.0;;
16876;Departamento;San Miguel;2;1;0;68;2000.0;705.0;99.0
16877;Local comercial;La Punta;0;1;0;30;1100.0;490.0;
16878;Departamento;San Borja;2;2;1;87;5300.0;1064.0;161.0
16879;Departamento;Villa El Salvador;3;1;1;165;8000.0;1377.0;300.0
16880;Local comercial;Villa El Salvador;0;3;0;179;17900.0;4911.0;929.0
16881;Departamento;Comas;2;1;2;90;10000.0;3687.0;475.0
16882;Departamento;Ate;4;3;1;189;5500.0;2700.0;435.0
16883;Departamento;Ate;2;1;1;65;1300.0;900.0;
16884;Local comercial;Ate;0;2;0;40;3200.0;1170.0;190.0
16885;Casa comercial;Lima;0;3;0;233;3500.0;;650.0
16886;Departamento;San Borja;4;2;3;500;20000.0;3000.0;9825.0
16887;Departamento;Comas;3;2;1;280;18000.0;2700.0;700.0
16888;Departamento;Ate;2;1;0;70;1400.0;690.0;
16889;Departamento;La Molina;2;1;0;60;950.0;450.0;15.0
16890;Tienda/Salón;Ate;0;22;0;450;36000.0;8194.0;5840.0
16891;Local comercial;Ate;0;1;0;41;1000.0;644.0;112.0
16892;Departamento;Jesús María;3;1;1;110;2500.0;693.0;1.0
16893;Departamento;Ate;3;2;3;169;5000.0;1200.0;386.0
16894;Departamento;San Miguel;2;1;0;83;2200.0;750.0;83.0
16895;Local comercial;Jesús María;0;1;0;26;1000.0;333.0;112.0
16896;Local comercial;Ate;0;1;0;30;900.0;729.0;
16897;Casa;Mi Perú;3;0;1;300;2700.0;;
16898;Local comercial;Callao;0;1;0;24;1100.0;420.0;89.0
16899;Local comercial;Jesús María;0;1;0;30;950.0;625.0;158.0
16900;Departamento;San Luis;2;0;0;80;1200.0;80.0;
16901;Departamento;Jesús María;3;1;1;89;3000.0;940.0;207.0
16902;Departamento;Jesús María;3;3;3;175;3500.0;650.0;4180.0
16903;Departamento;Jesús María;2;2;1;70;1300.0;718.0;80.0
16904;Departamento;San Miguel;2;1;1;80;1800.0;600.0;21.0
16905;Departamento;Jesús María;2;1;1;90;2300.0;700.0;1200.0
16906;Departamento;Jesús María;3;2;1;83;1600.0;845.0;157.0
16907;Departamento;San Borja;1;0;0;35;3000.0;700.0;80.0
16908;Local comercial;Ate;0;1;0;40;1700.0;1500.0;315.0
16909;Terreno;La Punta;0;0;0;1716;17700.0;;
16910;Departamento;Ate;1;1;0;42;1000.0;740.0;
16911;Departamento;San Borja;3;1;1;150;5000.0;1800.0;
16912;Local comercial;Pachacámac;0;0;0;50;2250.0;1300.0;
16913;Local comercial;Lince;0;1;0;19;500.0;350.0;
16914;Departamento;Jesús María;2;1;2;74;2300.0;1350.0;
16915;Departamento;San Borja;4;1;4;430;14000.0;3100.0;800.0
16916;Departamento;San Martín de Porres;2;1;1;51;1600.0;472.0;29.0
16917;Local comercial;Lurigancho;0;1;0;46;3500.0;1160.0;340.0
16918;Local comercial;Mi Perú;0;0;0;24;700.0;620.0;
16919;Local comercial;Chorrillos;0;2;0;145;6500.0;1800.0;824.0
16920;Casa en condominio;Ate;5;8;5;1100;40000.0;2000.0;16000.0
16921;Departamento;Rímac;4;3;1;170;10000.0;3076.0;550.0
16922;Departamento;Comas;3;0;0;85;3600.0;950.0;145.0
16923;Casa;Ancón;1;0;0;40;600.0;;
16924;Local comercial;Chorrillos;0;0;0;10;7960.0;;
16925;Departamento;La Punta;2;1;0;58;1250.0;445.0;58.0
